Date	Customer ID	Rgn	Item	Sum of angels	Punching holes	Surface treatment	Open	Weight	Strip thickness	Tolerance	Steel grade	Meters	Revenue	Raw material cost	Total costs
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	45.768,71	9.538,57	18.270,64
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	45.768,71	9.538,57	18.270,64
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	45.768,71	9.538,57	18.270,64
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	45.768,71	9.538,57	18.270,64
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	56.654,91	9.538,57	22.414,34
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	45.768,71	9.538,57	18.270,64
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	45.768,71	9.538,57	18.270,64
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	45.768,71	9.538,57	18.270,64
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	78.221,91	9.538,57	27.835,40
05.10.2018	4452194	AT	SECTION_0200474-1	428,000			X	6.240,000	1	4	CRNI	20.000,000	76.167,91	9.538,57	27.735,31
05.10.2018	4445215	FR	SECTION_0009057-2_094	360,000		X		23.550,000	2	4	FVZ	10.000,000	30.501,90	18.548,59	27.206,30
05.10.2018	4445215	FR	SECTION_0009057-2_089	360,000		X		23.550,000	2	4	FVZ	10.000,000	30.501,90	18.548,59	27.206,30
05.10.2018	44126446	FR	SECTION_0202941-1.5_001	1.652,000		X		42.565,000	1,5	4	FVZ	5.000,000	125.653,45	45.049,62	97.317,22
05.10.2018	44126446	FR	SECTION_0202941-1.5_002	1.652,000		X		42.565,000	1,5	4	FVZ	5.000,000	123.907,55	45.049,62	97.317,22
05.10.2018	44126446	FR	SECTION_0202941-1.5_004	1.652,000		X		42.565,000	1,5	4	FVZ	5.000,000	125.653,45	45.049,62	97.317,22
05.10.2018	44126446	FR	SECTION_0202941-1.5_004	1.652,000		X		42.565,000	1,5	4	FVZ	5.000,000	123.907,55	45.049,62	97.317,22
05.10.2018	44126446	FR	SECTION_0202941-1.5_005	1.652,000		X		42.565,000	1,5	4	FVZ	5.000,000	123.907,55	45.049,62	97.317,22
05.10.2018	44126446	FR	SECTION_0202941-1.5_006	1.652,000		X		42.565,000	1,5	4	FVZ	5.000,000	123.907,55	45.049,62	97.317,22
05.10.2018	44126446	FR	SECTION_0202941-1.5_007	1.652,000	X	X		42.565,000	1,5	4	FVZ	5.000,000	123.907,55	45.049,62	97.317,22
15.10.2018	44126446	FR	SECTION_0202941-1.5_006	1.652,000		X		59.591,000	1,5	4	FVZ	7.000,000	169.229,06	60.066,16	123.682,35
08.10.2018	44149444	IT	SECTION_0015562-2_001	720,000		X		22.372,500	2	4	FVZ	5.000,000	40.720,55	17.623,13	29.182,86
08.10.2018	4455145	SK	SECTION_0017502-2.5	250,000			X	4.611,875	2,5	4	KB	5.000,000	14.639,00	3.904,71	9.605,81
08.10.2018	4455145	SK	SECTION_0017502-2.5	250,000			X	4.611,875	2,5	4	KB	5.000,000	14.523,23	3.904,71	9.605,81
08.10.2018	4455145	SK	SECTION_0017502-2.5	250,000			X	4.611,875	2,5	4	KB	5.000,000	14.593,05	3.904,71	9.605,81
08.10.2018	44124415	ES	SECTION_0015476-4	1.015,000				306.621,000	3	4	WB	35.000,000	335.007,40	219.904,58	261.914,76
08.10.2018	44124415	ES	SECTION_0015476-4	1.015,000				306.621,000	3	4	WB	35.000,000	335.007,40	219.904,58	261.914,76
08.10.2018	44124415	ES	SECTION_0015584-1.8	922,000				148.082,400	1,8	4	WB	40.000,000	173.768,40	108.958,52	134.299,72
08.10.2018	44144899	SE	SECTION_0005249-1.5	360,000	X			13.070,250	1,5	4	FVZ	5.000,000	29.731,65	10.903,80	23.987,14
08.10.2018	44144422	GB	SECTION_0001452-0.8	1.440,000			X	19.294,572	0,8	4	FVZ	16.128,000	45.383,87	15.732,33	26.590,74
08.10.2018	4465955	DE	SECTION_0014547-4	720,000				47.963,500	4	4	WB	5.000,000	61.003,80	31.564,91	43.865,96
08.10.2018	4465955	DE	SECTION_0014547-4	720,000				47.963,500	4	4	WB	5.000,000	61.003,80	31.564,91	43.865,96
08.10.2018	44144598	PL	SECTION_0014710-1.5	360,000				11.362,875	1,5	4	WB	10.000,000	20.334,60	8.264,61	15.851,09
08.10.2018	62859	DE	SECTION_0016756-4	360,000	X		X	94.573,786	3	4	FVZ	0,000	125.716,63	84.395,46	110.863,60
09.10.2018	4443744	FR	SECTION_0015100-0.5_001	252,000			X	806,400	0,5	4	CRNI	20.160,000	24.017,01	0,00	10.994,54
09.10.2018	445359	CZ	SECTION_0214752-2	180,000	X	X	X	9.420,000	2	4	FVZ	5.000,000	16.534,70	7.021,43	13.432,96
09.10.2018	445359	CZ	SECTION_0219962-2	360,000	X	X	X	10.990,000	2	4	FVZ	5.000,000	19.667,05	8.451,00	14.684,24
09.10.2018	445359	CZ	SECTION_0219962-2	360,000	X	X	X	10.990,000	2	4	FVZ	5.000,000	19.667,05	8.451,00	14.684,24
09.10.2018	44144899	SE	SECTION_0001664-1.5	406,000			X	2.400,840	1,5	4	ALU	10.400,000	15.286,15	0,00	4.477,02
09.10.2018	44144899	SE	SECTION_0001664-1.5	406,000			X	2.400,840	1,5	4	ALU	10.400,000	15.286,15	0,00	4.477,02
09.10.2018	4414592	DE	SECTION_0017607-1.5_004	1.115,000		X		21.195,000	1,5	4	FVZ	7.500,000	31.657,28	17.374,66	27.629,23
09.10.2018	4414592	DE	SECTION_0018087-1.5_004	1.295,000		X		24.727,500	1,5	4	FVZ	7.500,000	38.127,38	20.270,44	33.317,93
09.10.2018	44144618	PL	SECTION_022273-0.8	350,000			X	16.324,000	0,8	4	CRNI	20.000,000	49.509,94	17.589,76	28.038,83
09.10.2018	44144618	PL	SECTION_0216284-1.5	270,000	X		X	17.584,875	1,5	1	CRNI	15.000,000	48.901,20	17.125,89	28.307,82
09.10.2018	443199	DE	SECTION_0217647-1.5_051	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	45.514,77	8.585,31	32.365,65
09.10.2018	443199	DE	SECTION_0217647-1.5_049	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	30.722,01	8.585,31	22.726,52
09.10.2018	443199	DE	SECTION_0217647-1.5_018	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	29.093,60	8.585,31	20.847,48
09.10.2018	443199	DE	SECTION_0217647-1.5_040	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	29.083,92	8.585,31	20.847,48
09.10.2018	443199	DE	SECTION_0217647-1.5_041	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	29.019,75	8.585,31	20.847,48
09.10.2018	443199	DE	SECTION_0217647-1.5_019	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	29.022,12	8.585,31	21.589,29
09.10.2018	443199	DE	SECTION_0217647-1.5_042	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	29.308,02	8.585,31	21.376,14
09.10.2018	443199	DE	SECTION_0217647-1.5_020	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	29.991,38	8.585,31	21.183,05
09.10.2018	443199	DE	SECTION_0217647-1.5_021	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	41.340,47	8.585,31	29.633,53
09.10.2018	443199	DE	SECTION_0217647-1.5_03	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	29.566,47	8.585,31	21.183,05
09.10.2018	443199	DE	SECTION_0217647-1.5_03	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	29.455,60	8.585,31	20.847,48
09.10.2018	443199	DE	SECTION_0217647-1.5_045	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	39.814,71	8.585,31	28.424,41
09.10.2018	443199	DE	SECTION_0217647-1.5_046	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	45.184,86	8.585,31	32.266,01
09.10.2018	443199	DE	SECTION_0217647-1.5_047	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	44.152,16	8.585,31	31.571,53
09.10.2018	443199	DE	SECTION_0217647-1.5_048	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	43.306,13	8.585,31	30.911,43
09.10.2018	443199	DE	SECTION_0217647-1.5_049	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	42.455,55	8.585,31	30.239,76
09.10.2018	443199	DE	SECTION_0217647-1.5_050	720,000	X			10.829,000	1,5	4	FVZ	6.500,000	41.229,98	8.585,31	29.259,45
09.10.2018	443199	DE	SECTION_0220074-1.5_008	540,000	X		X	6.920,000	1,5	4	FVZ	5.000,000	34.961,70	5.486,23	22.849,63
09.10.2018	443199	DE	SECTION_0220074-1.5_009	540,000	X		X	6.920,000	1,5	4	FVZ	5.000,000	32.599,79	5.486,23	18.320,68
09.10.2018	443199	DE	SECTION_0220074-1.5_010	540,000	X		X	6.920,000	1,5	4	FVZ	5.000,000	26.202,06	5.486,23	15.804,64
09.10.2018	443199	DE	SECTION_0220074-1.5_011	540,000	X		X	6.920,000	1,5	4	FVZ	5.000,000	23.171,54	5.486,23	14.798,11
09.10.2018	443199	DE	SECTION_0220074-1.5_012	540,000	X		X	6.920,000	1,5	4	FVZ	5.000,000	22.874,96	5.486,23	14.798,11
09.10.2018	443199	DE	SECTION_0220074-1.5_014	540,000	X		X	6.920,000	1,5	4	FVZ	5.000,000	18.364,03	5.486,23	13.094,92
09.10.2018	443199	DE	SECTION_0220074-1.5_014	540,000	X		X	6.920,000	1,5	4	FVZ	5.000,000	18.317,48	5.486,23	12.928,96
10.10.2018	644218	AT	SECTION_020873-1.5	180,000			X	6.013,875	1,5	4	CRNI	5.000,000	25.654,10	6.420,65	11.005,14
10.10.2018	4454483	DE	SECTION_020312-0.8	1.148,000	X		X	21.168,000	0,8	1	ALU	20.000,000	114.613,20	0,00	20.749,22
10.10.2018	4446192	AT	SECTION_0017512-2	360,000				17.564,375	2	4	WB	12.500,000	57.255,25	0,00	7.592,83
10.10.2018	4414227	ES	SECTION_0206062-2	360,000				15.072,000	2	4	KB	15.000,000	32.658,60	0,16	9.234,51
10.10.2018	441236	DE	SECTION_0012971-2	1.150,000			X	12.580,474	2	4	FVZ	0,000	24.352,81	10.380,03	18.943,12
10.10.2018	44129441	DE	SECTION_0215690-4	180,000			X	232.674,000	3	4	WB	65.000,000	304.190,40	169.293,37	228.512,56
10.10.2018	44129441	DE	SECTION_0215690-4	180,000			X	232.674,000	3	4	WB	65.000,000	304.234,70	169.293,37	228.512,56
10.10.2018	44129441	DE	SECTION_0215690-4	180,000			X	232.674,000	3	4	WB	65.000,000	304.371,01	169.293,37	228.512,56
10.10.2018	44129441	DE	SECTION_0215690-4	180,000			X	232.674,000	3	4	WB	65.000,000	303.973,66	169.293,37	228.512,56
10.10.2018	44129441	DE	SECTION_0215690-4	180,000			X	232.674,000	3	4	WB	65.000,000	304.248,75	169.293,37	228.512,56
10.10.2018	44129441	DE	SECTION_0215690-4	180,000			X	232.674,000	3	4	WB	65.000,000	336.556,45	169.293,37	257.633,39
10.10.2018	44129441	DE	SECTION_0215690-4	180,000			X	232.674,000	3	4	WB	65.000,000	304.032,68	169.293,37	228.512,56
10.10.2018	44129441	DE	SECTION_0215690-4	180,000			X	232.674,000	3	4	WB	65.000,000	304.129,36	169.293,37	228.512,56
17.10.2018	4414517	DE	SECTION_0010476-2	1.080,000				16.368,000	2	4	CRNI	6.000,000	122.993,52	24.434,76	37.550,27
17.10.2018	4414517	DE	SECTION_0010476-2	1.080,000				16.368,000	2	4	CRNI	6.000,000	122.993,52	24.434,76	37.550,27
17.10.2018	4414517	DE	SECTION_0010476-2	1.080,000				16.368,000	2	4	CRNI	6.000,000	122.993,52	24.434,76	37.550,27
17.10.2018	443551	AT	SECTION_001305-0.5	1.104,000			X	10.342,375	0,5	4	FVZ	10.000,000	27.729,00	9.890,22	17.622,69
17.10.2018	443551	AT	SECTION_001305-0.5	1.104,000			X	10.408,250	0,5	4	CRNI	10.000,000	69.447,41	17.179,25	25.573,22
17.10.2018	44124498	DE	SECTION_0007158-0.6	364,000		X	X	1.469,400	0,6	4	CRNI	5.000,000	15.786,23	2.624,88	8.039,63
18.10.2018	44144296	CH	SECTION_0015865-0.6	542,000			X	1.064,448	0,6	4	CRNI	6.336,000	11.492,05	2.005,09	6.370,02
18.10.2018	443652	IT	SECTION_0009116-0.5	3.060,000			X	24.021,000	0,5	4	FVZ	20.000,000	55.663,40	22.055,31	36.245,30
18.10.2018	445616	LT	SECTION_0214740-2	360,000		X		15.817,750	2	4	WB	5.000,000	24.083,15	10.492,84	17.971,61
11.10.2018	443945	AT	SERVICE_01602	0,000									427,03	0,00	0,00
18.10.2018	443945	AT	SERVICE_00226	0,000									379,58	0,00	0,00
11.10.2018	443124	CH	SECTION_0216002-1.5	1.080,000		X		13.865,062	1,5	4	KB	5.000,000	26.188,50	10.029,56	20.378,41
12.11.2018	6346	CH	SECTION_0224660-1_001	820,000	X	X	X	11.940,000	1	4	FVZ	2.500,000	120.954,93	0,13	21.862,21
12.11.2018	6346	CH	SECTION_0224660-1_002	820,000	X	X	X	11.940,000	1	4	FVZ	2.500,000	120.954,93	0,13	21.862,21
12.11.2018	6346	CH	SECTION_0224660-1_004	820,000	X	X	X	11.940,000	1	4	FVZ	2.500,000	120.954,93	0,13	19.146,59
12.11.2018	6346	CH	SECTION_0224660-1_004	820,000	X	X	X	11.940,000	1	4	FVZ	2.500,000	120.954,93	0,13	19.146,59
12.11.2018	6346	CH	SECTION_0224660-1_005	820,000	X	X	X	11.940,000	1	4	FVZ	2.500,000	177.029,13	0,13	19.146,59
12.11.2018	6346	CH	SECTION_0224660-1_006	820,000	X	X	X	11.940,000	1	4	FVZ	2.500,000	177.029,13	0,13	19.146,59
18.10.2018	443344	CH	SECTION_0204179-1.5	1.449,000		X		14.159,437	1,5	4	WB	5.000,000	37.896,30	9.641,29	20.845,46
18.10.2018	443148	CH	SECTION_0014589-1.5_005	933,000				19.725,000	1,5	4	FVZ	5.000,000	50.682,45	15.924,32	24.412,59
11.10.2018	4447581	SE	SECTION_020380-0.8	1.673,000			X	8.720,512	0,8	4	CRNI	7.720,000	61.790,40	13.606,26	23.210,75
11.10.2018	62859	DE	SECTION_0207840-2	360,000		X		32.566,824	2	4	FVZ	12.060,000	42.111,11	25.646,68	33.898,26
11.10.2018	62859	DE	SECTION_0200599-2	360,000				64.896,971	2	4	FVZ	18.090,000	71.526,96	49.771,66	62.346,91
11.10.2018	44164	GB	SECTION_0015761-1.25	809,000		X		23.689,828	1,25	4	FVZ	10.875,000	61.539,12	20.177,41	31.387,10
18.10.2018	4412187	ES	SECTION_0007554-4	1.020,000				168.147,000	3	4	WB	20.000,000	170.687,40	110.998,45	138.733,63
11.10.2018	6447844	DE	SECTION_0016762-2	840,000		X		14.208,500	2	4	WB	5.000,000	18.229,25	60.319,88	77.955,67
11.10.2018	446448144	DE	SECTION_0012462-1.2	660,000	X	X	X	17.144,400	1,2	4	FVZ	5.000,000	39.950,30	14.426,10	33.867,68
11.10.2018	446448144	DE	SECTION_0012462-1.2	660,000	X	X	X	17.144,400	1,2	3	FVZ	5.000,000	50.425,70	14.426,10	39.823,87
11.10.2018	446448144	DE	SECTION_0012462-1.2	660,000	X	X	X	17.144,400	1,2	4	FVZ	5.000,000	42.261,05	14.426,10	32.743,03
11.10.2018	446448144	DE	SECTION_0012462-1.2	660,000	X	X	X	17.144,400	1,2	4	FVZ	5.000,000	50.425,70	14.426,10	38.201,93
11.10.2018	4464426	NL	SECTION_0010282-1.25	617,000		X	X	7.727,344	1,25	1	FVZ	7.500,000	14.865,83	6.110,71	11.563,95
12.10.2018	4461541	RU	SECTION_0208125-1.5	1.260,000	X			33.092,130	1,5	4	WB	18.989,000	93.194,87	26.147,11	71.670,50
12.10.2018	4461541	RU	SECTION_0208901-1.5	990,000	X			43.855,532	1,5	4	WB	15.422,200	164.914,45	29.188,53	119.866,95
12.10.2018	4461541	RU	SECTION_0208901-1.5	990,000	X			43.855,532	1,5	4	WB	15.422,200	145.848,84	29.188,53	105.485,61
12.10.2018	4461541	RU	SECTION_0208901-1.5	990,000	X			43.855,532	1,5	4	WB	15.422,200	134.413,16	30.318,54	100.372,72
12.10.2018	6156	PL	SECTION_0224295-1.5	720,000		X		24.162,300	1,5	4	FVZ	12.000,000	41.778,36	19.085,44	28.720,25
12.10.2018	44612644	CZ	SERVICE_0000670-2.5_001	0,000									18.581,00	3.077,97	10.663,79
15.10.2018	4461878	SK	SECTION_020831-4	540,000			X	11.492,400	4	4	FVZ	2.000,000	25.695,54	8.789,38	17.321,83
15.10.2018	4452569	CZ	SECTION_0214982-2	580,000		X		28.134,400	2	4	WB	16.000,000	40.751,36	18.656,29	28.612,29
18.10.2018	4452584	RU	SECTION_0015876-1	2.280,000	X			9.361,125	1	4	FVZ	5.000,000	29.115,45	7.517,68	20.453,34
18.10.2018	44144594	NL	SERVICE_0002505-5_005	0,000									93.813,86	16.857,47	49.032,21
18.10.2018	44144749	DE	SECTION_0017608-1.25	1.073,000			X	10.842,813	1,25	4	FVZ	10.000,000	26.702,00	8.594,04	15.144,53
18.10.2018	44144749	DE	SECTION_0017608-1.25	1.073,000			X	10.842,813	1,25	4	FVZ	10.000,000	25.161,50	8.594,04	13.838,60
18.10.2018	4414128	ES	SECTION_0012821-2	540,000				15.425,250	2	4	WB	5.000,000	26.547,95	10.230,85	15.488,33
18.10.2018	4445197	DE	SECTION_0227869-2	360,000		X	X	4.558,300	2	4	CRNI	5.000,000	31.662,49	4.725,76	16.827,47
18.10.2018	4455644	ES	SECTION_0016784-5	900,000	X		X	54.341,625	5	4	FVZ	3.000,000	81.923,79	0,56	16.161,68
18.10.2018	4455644	ES	SECTION_0016784-5	900,000	X		X	54.341,625	5	4	FVZ	3.000,000	81.923,79	0,56	16.161,68
18.10.2018	4455644	ES	SECTION_0016784-5	900,000	X		X	54.341,625	5	4	FVZ	3.000,000	81.923,79	0,56	16.161,68
18.10.2018	4452584	RU	SECTION_0017542-0.7	1.429,000	X	X	X	4.335,555	0,7	1	FVZ	3.000,000	11.769,42	3.585,08	9.031,76
18.10.2018	4452584	RU	SECTION_0017542-0.7	1.429,000	X	X	X	4.335,555	0,7	1	FVZ	3.000,000	11.769,42	3.585,08	9.031,76
18.10.2018	4452584	RU	SECTION_0016787-0.7	1.429,000	X	X	X	2.687,055	0,7	1	FVZ	3.000,000	10.968,36	2.223,00	7.820,57
18.10.2018	4452584	RU	SECTION_0016787-0.7	1.429,000	X	X	X	2.687,055	0,7	1	FVZ	3.000,000	10.968,36	2.223,00	7.820,57
18.10.2018	4412147	DE	SECTION_0226887-5_002	338,000	X		X	20.488,000	5	4	WB	2.000,000	64.461,98	0,00	0,00
18.10.2018	4412147	DE	SECTION_0226888-5_002	337,000	X		X	18.266,000	5	4	WB	2.000,000	61.115,33	13.497,07	38.404,13
15.10.2018	443945	AT	SERVICE_00624	0,000									423,64	0,00	0,00
22.10.2018	443344	CH	SECTION_0210598-1.5	540,000		X	X	17.162,063	1,5	4	FVZ	5.000,000	39.898,95	13.497,88	26.595,94
22.10.2018	443344	CH	SECTION_0009245-1.8	805,000		X	X	10.720,431	1,8	4	FVZ	5.400,000	21.018,58	8.413,85	13.938,71
23.10.2018	443344	CH	SECTION_0227119-1.5	360,000				17.817,930	1,5	4	FVZ	12.000,000	39.067,08	14.017,03	23.862,46
23.10.2018	443344	CH	SECTION_0227119-1.5	360,000				17.931,420	1,5	4	CRNI	12.000,000	81.785,19	19.137,07	30.734,67
23.10.2018	443344	CH	SECTION_0227118-1.5	907,000				12.513,881	1,5	4	FVZ	7.500,000	33.428,85	9.846,13	18.669,03
23.10.2018	443344	CH	SECTION_0227118-1.5	907,000				12.593,588	1,5	4	CRNI	7.500,000	62.105,31	13.441,75	23.859,45
19.10.2018	6346	PL	SECTION_0227867-4	433,000				20.008,080	3	4	WB	2.000,000	42.723,20	14.203,67	29.044,20
19.10.2018	4464619	FR	SECTION_0012472-4_019	958,000		X		21.047,500	3	4	WB	2.500,000	101.795,31	24.918,69	79.705,21
19.10.2018	443675	AT	SECTION_0017674-1.5	360,000				24.554,407	1,5	1	WB	12.600,000	32.479,90	16.975,20	25.047,93
19.10.2018	616	DE	SECTION_0227820-1.5	752,000		X		925,722	1,5	4	CRNI	300,000	12.756,59	988,23	6.617,15
19.10.2018	4465188	FI	SECTION_001523-5	720,000	X	X		17.270,000	5	4	WB	2.000,000	60.116,39	11.991,51	43.000,18
19.10.2018	4465188	FI	SECTION_001523-5	720,000	X	X		17.270,000	5	4	WB	2.000,000	60.116,39	11.991,51	43.000,18
19.10.2018	4465188	FI	SECTION_001523-5	720,000	X	X		17.270,000	5	4	WB	2.000,000	69.536,15	11.991,51	50.168,74
19.10.2018	4465188	FI	SECTION_001523-5	720,000	X	X		17.270,000	5	4	WB	2.000,000	69.536,15	11.991,51	50.168,74
22.10.2018	67956	NO	SECTION_0010572-2	745,000		X	X	39.328,500	2	4	WB	10.000,000	56.176,90	26.583,05	42.750,52
22.10.2018	67956	NO	SECTION_0010572-2	745,000		X	X	39.328,500	2	4	WB	10.000,000	56.176,90	26.583,05	42.750,52
22.10.2018	67956	NO	SECTION_0010572-2	745,000		X	X	39.328,500	2	4	FVZ	10.000,000	62.236,20	31.567,38	47.797,98
22.10.2018	67956	NO	SECTION_0010572-2	745,000		X	X	39.328,500	2	4	FVZ	10.000,000	62.236,20	31.567,38	47.797,98
22.10.2018	67956	NO	SECTION_0011874-2	745,000		X	X	20.292,250	2	4	FVZ	5.000,000	37.331,45	15.980,93	23.284,82
22.10.2018	67956	NO	SECTION_0011874-2	745,000		X	X	20.292,250	2	1	FVZ	5.000,000	37.331,45	15.980,93	23.284,82
22.10.2018	67956	NO	SECTION_0011874-2	745,000		X	X	20.292,250	2	4	WB	5.000,000	33.326,15	13.457,63	20.729,74
22.10.2018	67956	NO	SECTION_0011874-2	745,000		X	X	20.292,250	2	1	WB	5.000,000	33.326,15	13.457,63	20.729,74
22.10.2018	67956	NO	SECTION_0011874-2	745,000		X	X	20.680,000	2	4	CRNI	5.000,000	119.165,27	29.468,61	41.175,38
22.10.2018	67956	NO	SECTION_0011874-2	745,000		X	X	20.680,000	2	1	CRNI	5.000,000	119.165,27	29.468,61	41.175,38
22.10.2018	4465971	US	SECTION_0227898-4	720,000				81.859,800	3	4	WB	10.000,000	110.607,90	0,00	12.762,71
22.10.2018	4465971	US	SECTION_0227898-4	720,000				107.953,200	4	4	WB	10.000,000	146.244,80	0,00	17.572,27
22.10.2018	4414592	DE	SECTION_0014517-1.5_004	655,000	X		X	4.915,000	1,5	4	FVZ	5.000,000	9.859,20	4.029,08	8.513,66
22.10.2018	4461819	DE	SECTION_0221760-2	360,000				24.178,000	2	4	FVZ	20.000,000	39.231,40	20.974,33	31.584,88
22.10.2018	4434426	IT	SECTION_0204005-1.5	900,000				20.282,438	1,5	4	FVZ	5.000,000	39.436,80	15.348,98	25.417,45
22.10.2018	4465519	DE	SECTION_0017040-1_001	1.046,000			X	9.394,000	1	4	CRNI	22.000,000	46.557,38	11.638,99	21.674,49
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	4	FVZ	10.734,000	27.306,71	5.303,69	19.688,14
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	4	FVZ	10.734,000	28.047,33	5.303,69	19.686,41
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	4	FVZ	10.734,000	27.922,17	5.303,69	19.672,43
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	4	FVZ	10.734,000	28.066,78	5.303,69	19.667,30
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	4	FVZ	10.734,000	28.465,26	5.303,69	19.662,66
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	4	FVZ	10.734,000	29.079,37	5.303,69	19.650,99
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	4	FVZ	10.734,000	21.852,39	5.303,69	16.046,58
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	4	FVZ	10.734,000	21.329,87	5.303,69	16.046,58
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	4	FVZ	10.734,000	21.167,18	5.303,69	16.046,58
22.10.2018	443962	IT	SECTION_0005209-1	360,000	X			6.361,773	1	1	FVZ	10.734,000	19.638,24	5.303,69	15.164,14
23.10.2018	445567	AT	SECTION_0010104-2	1.114,000		X		19.075,500	2	4	WB	10.000,000	30.707,30	12.655,08	22.693,34
23.10.2018	66144	RU	SECTION_0209285-4.2	640,000			X	22.683,360	3,2	1	WB	3.000,000	36.848,76	16.267,21	28.515,29
23.10.2018	443971	AT	SECTION_0016415-5	360,000	X		X	22.902,375	5	4	WB	3.000,000	40.854,06	15.071,40	26.429,46
23.10.2018	44144598	PL	SECTION_0014710-2.5	360,000				9.223,750	2,5	4	WB	5.000,000	20.283,25	6.835,64	12.703,16
23.10.2018	4414125	FR	SECTION_0009417-2	350,000			X	7.771,500	2	4	WB	5.000,000	22.080,07	5.193,82	15.681,91
23.10.2018	44612644	CZ	SERVICE_0000766-4_001	0,000									34.774,22	9.439,69	21.383,45
23.10.2018	446553	DE	SECTION_022673-2	1.089,000	X		X	25.905,000	2	1	FVZ	7.500,000	45.444,75	0,00	7.581,63
23.10.2018	446553	DE	SECTION_022673-2	1.089,000	X		X	25.905,000	2	1	FVZ	7.500,000	46.137,98	0,00	8.250,63
23.10.2018	442483	DE	SECTION_0017555-4_001	360,000				73.193,400	4	4	WB	6.000,000	81.954,60	50.822,58	66.596,88
23.10.2018	442483	DE	SECTION_0017555-4_002	360,000				73.193,400	4	4	WB	6.000,000	81.954,60	50.822,58	66.596,88
23.10.2018	4456687	DE	SECTION_001531-1	338,000			X	2.123,739	1	4	KB	5.010,000	10.805,07	1.525,61	7.046,16
23.10.2018	4414498	NL	SECTION_0201720-4.5	360,000				52.752,000	3,5	1	WB	15.000,000	80.722,20	34.826,47	52.723,08
23.10.2018	4426419	HU	SECTION_0016484-4	180,000			X	83.027,880	3	4	WB	0,000	111.507,55	56.098,79	75.326,57
24.10.2018	44596447	NL	SECTION_0220799-2.5	450,000	X		X	21.636,563	2,5	4	EVZ	7.500,000	37.357,13	17.176,80	30.510,46
24.10.2018	4455786	SI	SECTION_0211728-1	2.364,000		X		43.037,625	1	4	FVZ	17.000,000	72.280,26	36.043,79	57.968,29
24.10.2018	4461572	NL	SERVICE_0000501-1_108	0,000									15.020,24	4.766,54	11.428,52
24.10.2018	644678	DE	SECTION_021365-2_006	330,000	X		X	34.371,398	2	4	FVZ	22.226,000	63.541,61	27.998,99	50.254,79
24.10.2018	644678	DE	SECTION_021365-2_001	330,000	X		X	34.371,398	2	4	FVZ	22.226,000	59.993,00	27.998,99	46.943,09
24.10.2018	644678	DE	SECTION_021365-2_002	330,000	X		X	34.371,398	2	4	FVZ	22.226,000	59.006,25	27.998,99	45.783,94
24.10.2018	644678	DE	SECTION_021365-2_004	330,000	X		X	34.371,398	2	4	FVZ	22.226,000	59.004,77	27.998,99	45.783,94
24.10.2018	644678	DE	SECTION_021365-2_009	330,000	X		X	34.371,398	2	4	FVZ	22.226,000	59.065,38	27.998,99	45.783,94
